ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
22,LOUISIANA,LA,Pointe Coupee,22077,"Pointe Coupee Parish, Louisiana",557.2189473,22158,0,11479,49,8961,316,3992,602,829,247,26663,2251,3054,345,4334,54,4937,102,5290,435,872,198,8824,78,116,119,77,46,2734,358,445,178,665,182,128,104,18.3,2.8,8.2,2.4,26663.0,2251.0,19.7,2.2,19.6,0.2,22.3,0.5,24.0,2.0,9.7,2.2,39.8,0.4,0.6,0.6,0.7,0.4,23.8,3.1,5.0,2.0,7.4,2.0,0.6,0.5,0.3016,0.6667,0.2222,0.5714,1.7619,0.381,0.9524,0.2381,0.9841,0.2222,2.3968,0.7937,0.5873,0.4286,1.0159,0.5873,0.254,0.6349,0.9841,0.5079,0.0476,2.4285,0.4603,7.6031,0.5714,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,3,2781,432,12.6,2.0,17365
22,LOUISIANA,LA,Tangipahoa,22105,"Tangipahoa Parish, Louisiana",791.3114548,130504,0,54515,155,47527,794,27849,2019,5228,819,24004,897,14072,1244,17724,130,32172,0,25980,1396,5336,597,47880,93,1112,327,825,195,11270,847,1006,294,3186,434,3599,413,22.0,1.6,8.6,1.3,24004.0,897.0,16.7,1.5,13.6,0.1,24.7,0.0,20.0,1.1,11.2,1.2,36.7,0.1,0.9,0.3,1.5,0.4,20.7,1.6,2.1,0.6,6.7,0.9,2.8,0.3,0.5556,0.7143,0.4127,0.3492,2.0318,0.4921,0.254,0.6825,0.8413,0.5238,2.3016,0.7143,0.5079,0.619,1.1269,0.7143,0.4762,0.5556,0.254,0.2857,0.5714,2.1429,0.3175,7.6032,0.5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14494,1330,11.2,1.0,122481
22,LOUISIANA,LA,East Feliciana,22037,"East Feliciana Parish, Louisiana",453.4023744,19499,0,8386,153,6759,308,3122,603,408,137,20927,1238,2882,264,3216,41,3619,51,2335,298,748,161,9139,5,79,95,44,34,2649,287,295,155,399,136,3772,345,19.4,3.8,5.8,2.0,20927.0,1238.0,20.2,1.8,16.5,0.2,18.6,0.3,14.5,1.8,11.1,2.3,46.9,0.0,0.4,0.5,0.5,0.4,31.6,3.4,4.4,2.3,5.9,2.0,19.3,1.8,0.3968,0.254,0.6984,0.6032,1.9524,0.4127,0.6825,0.0317,0.3492,0.5079,1.5713,0.254,0.7619,0.3333,1.0952,0.6667,0.1746,0.873,0.9365,0.1746,0.9683,3.127,0.8413,7.7459,0.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1531,299,9.5,1.9,15299
22,LOUISIANA,LA,Terrebonne,22109,"Terrebonne Parish, Louisiana",1229.8262812,112587,0,45271,104,40014,577,23833,1838,3310,541,24921,872,15876,1090,15227,137,28873,0,18434,1127,4154,511,37317,69,1758,423,2739,461,7074,597,1071,230,3599,458,1394,259,21.6,1.7,6.6,1.1,24921.0,872.0,21.5,1.5,13.5,0.1,25.6,0.0,16.6,1.0,10.4,1.3,33.1,0.1,1.7,0.4,6.1,1.0,15.6,1.3,2.7,0.6,9.0,1.1,1.2,0.2,0.5238,0.4444,0.3175,0.7143,2.0,0.4603,0.2063,0.8413,0.6349,0.381,2.0635,0.5714,0.3175,0.7778,1.0953,0.6825,0.873,0.2381,0.619,0.6349,0.2381,2.6031,0.5873,7.7619,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13908,1127,12.5,1.0,114794
22,LOUISIANA,LA,Iberville,22047,"Iberville Parish, Louisiana",618.6294623,32956,0,13321,167,10918,331,5338,789,891,230,23179,1370,4830,511,4844,44,7058,86,5984,606,1278,267,17252,26,95,111,172,87,2512,356,334,132,989,211,3487,443,18.0,2.7,6.5,1.7,23179.0,1370.0,21.0,2.2,14.7,0.1,21.4,0.3,20.2,2.1,11.7,2.4,52.3,0.1,0.3,0.4,1.3,0.7,18.9,2.7,3.1,1.2,9.1,1.8,10.6,1.3,0.2857,0.3968,0.4921,0.6825,1.8571,0.3968,0.4127,0.127,0.8571,0.6032,2.0,0.4921,0.8571,0.2222,1.0793,0.6349,0.4286,0.3492,0.7143,0.6667,0.8571,3.0159,0.8254,7.9523,0.6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189,588,10.8,2.0,37585
22,LOUISIANA,LA,Tensas,22107,"Tensas Parish, Louisiana",602.7841829,4666,0,3406,14,1825,129,1858,265,266,75,14569,1481,706,139,1061,0,1122,0,504,115,157,63,2690,12,4,47,17,13,539,102,42,26,260,78,19,7,40.0,5.7,16.7,4.5,14569.0,1481.0,22.3,4.3,22.7,0.0,24.0,0.0,10.8,2.5,8.6,3.4,57.7,0.3,0.1,1.1,0.5,0.4,15.8,3.0,2.3,1.5,14.2,4.1,0.4,0.2,0.9841,1.0,1.0,0.7778,3.7619,1.0,1.0,0.4603,0.0,0.0952,1.5555,0.2222,0.9365,0.0,0.9365,0.4603,0.1746,0.254,0.3492,0.9683,0.0159,1.762,0.127,8.0159,0.6508,1,1,1,0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,6,1000,215,21.5,4.6,3932
22,LOUISIANA,LA,Richland,22083,"Richland Parish, Louisiana",555.7278828,20474,0,8950,81,7391,219,5658,682,389,135,20128,1253,2806,356,3403,45,4908,35,2837,318,995,195,8081,18,29,88,101,55,1796,229,213,96,519,133,992,205,28.9,3.5,4.7,1.7,20128.0,1253.0,20.5,2.6,16.6,0.2,24.0,0.2,14.4,1.6,13.5,2.6,39.5,0.1,0.2,0.5,1.1,0.6,20.1,2.6,2.9,1.3,7.0,1.8,4.8,1.0,0.8889,0.0635,0.7937,0.6508,2.3969,0.6984,0.6984,0.4603,0.3333,0.873,2.365,0.7778,0.5714,0.1429,0.7143,0.1746,0.3175,0.4762,0.6667,0.3968,0.6984,2.5556,0.5556,8.0318,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,486,15.5,2.5,19369
22,LOUISIANA,LA,Allen,22003,"Allen Parish, Louisiana",761.8116052,25661,0,9881,146,7920,324,3924,609,911,266,20203,1594,3607,398,3617,78,5786,40,4108,325,724,168,7442,23,438,158,11,13,2021,271,351,131,604,176,4374,371,18.7,2.8,9.6,2.7,20203.0,1594.0,20.1,2.2,14.1,0.3,22.5,0.2,19.3,1.5,9.1,2.1,29.0,0.1,1.8,0.7,0.1,0.1,20.5,2.7,4.4,1.7,7.6,2.2,17.0,1.4,0.3492,0.8095,0.7619,0.5873,2.5079,0.746,0.3175,0.2698,0.8095,0.1746,1.5714,0.2698,0.1905,0.8254,1.0159,0.5873,0.0159,0.5079,0.9365,0.5397,0.9524,2.9524,0.7778,8.0476,0.6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2265,407,10.6,1.9,24343
22,LOUISIANA,LA,Morehouse,22067,"Morehouse Parish, Louisiana",794.9299989,25992,0,12591,75,9758,337,7162,793,534,201,19399,2084,3518,396,4591,24,6294,18,3696,449,981,214,13163,23,19,92,215,84,2388,280,239,127,1040,165,856,174,28.5,3.1,5.4,2.0,19399.0,2084.0,20.3,2.3,17.7,0.1,24.2,0.1,14.7,1.8,10.1,2.2,50.6,0.1,0.1,0.4,1.7,0.7,19.0,2.2,2.4,1.3,10.7,1.7,3.3,0.7,0.8571,0.127,0.8413,0.619,2.4444,0.7302,0.8095,0.5714,0.3968,0.2857,2.0634,0.5556,0.8254,0.0,0.8254,0.254,0.5397,0.3651,0.381,0.873,0.6032,2.762,0.6984,8.0952,0.6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018,494,12.0,2.0,21934
22,LOUISIANA,LA,Rapides,22079,"Rapides Parish, Louisiana",1320.3437298,131546,0,57823,173,48000,638,24788,1778,4164,501,24478,691,12774,894,20481,109,32907,0,21201,1102,6415,533,50871,23,988,272,2593,378,8298,628,1033,234,4649,470,4267,401,19.4,1.4,7.2,0.9,24478.0,691.0,14.7,1.0,15.6,0.1,25.0,0.0,16.5,0.9,13.4,1.1,38.7,0.0,0.8,0.2,4.5,0.7,14.4,1.1,2.2,0.5,9.7,1.0,3.2,0.3,0.3968,0.5397,0.3968,0.2698,1.6031,0.3175,0.4921,0.7619,0.619,0.8413,2.7143,0.873,0.5556,0.5238,1.0794,0.6508,0.8413,0.2222,0.3016,0.746,0.5873,2.6984,0.6349,8.0952,0.6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13531,1207,10.5,0.9,135918
22,LOUISIANA,LA,St. Mary,22101,"St. Mary Parish, Louisiana",555.5813536,51734,0,23489,87,19740,408,9647,1184,1981,337,22364,770,6521,459,8121,142,12582,0,8685,645,1831,276,22713,29,1039,281,756,194,4521,357,430,132,1568,253,872,172,19.0,2.3,9.0,1.5,22364.0,770.0,18.7,1.3,15.7,0.3,24.3,0.0,17.1,1.3,9.3,1.4,43.9,0.1,2.2,0.6,3.2,0.8,19.2,1.5,2.2,0.7,7.9,1.3,1.7,0.3,0.3651,0.7302,0.619,0.4921,2.2064,0.6349,0.5079,0.6032,0.6825,0.1905,1.9841,0.4603,0.6984,0.9524,1.6508,0.9524,0.7143,0.3968,0.3016,0.5556,0.3492,2.3175,0.4127,8.1588,0.7302,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5204,517,10.2,1.0,53201
22,LOUISIANA,LA,Acadia,22001,"Acadia Parish, Louisiana",655.1690359,62568,0,26232,96,22564,523,14681,1385,2549,480,22784,884,8911,710,9003,81,16546,102,11657,879,2289,335,14146,130,724,273,581,171,4839,468,549,180,1845,315,1070,222,23.9,2.3,9.1,1.7,22784.0,884.0,21.8,1.7,14.4,0.1,26.4,0.2,18.9,1.4,10.1,1.5,22.6,0.2,1.2,0.5,2.2,0.7,18.4,1.8,2.4,0.8,8.2,1.4,1.7,0.4,0.6667,0.7778,0.5556,0.746,2.7461,0.7778,0.3651,0.9524,0.7937,0.2857,2.3969,0.8095,0.1429,0.6984,0.8413,0.2857,0.6349,0.3333,0.381,0.6032,0.3492,2.3016,0.3968,8.2859,0.746,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7091,852,11.5,1.4,55961
22,LOUISIANA,LA,Natchitoches,22069,"Natchitoches Parish, Louisiana",1252.2742059,38963,0,19047,104,14630,357,12830,968,1978,379,18570,1032,3123,395,6104,59,9293,23,5699,430,1247,214,18560,167,102,103,1445,269,4042,331,98,42,1656,271,744,180,33.5,2.5,13.9,2.6,18570.0,1032.0,13.5,1.7,15.7,0.2,23.9,0.1,14.9,1.1,8.5,1.5,47.6,0.4,0.3,0.3,7.6,1.4,21.2,1.7,0.7,0.3,11.3,1.8,1.9,0.5,0.9524,0.9841,0.9048,0.1429,2.9842,0.873,0.5079,0.4444,0.4444,0.0635,1.4602,0.1587,0.7937,0.2222,1.0159,0.5873,0.9206,0.619,0.0,0.8889,0.4286,2.8571,0.746,8.3174,0.7619,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4934,625,12.9,1.6,36630
22,LOUISIANA,LA,Jackson,22049,"Jackson Parish, Louisiana",569.1899858,15926,0,7853,100,5976,224,3808,459,352,103,20942,1269,2269,249,3079,31,3514,51,3506,306,725,144,5206,60,106,104,79,68,1530,241,97,48,727,155,1257,233,26.0,3.1,6.0,1.8,20942.0,1269.0,20.3,2.2,19.3,0.2,22.1,0.3,23.9,2.0,12.1,2.4,32.7,0.4,0.7,0.7,1.0,0.9,19.5,3.1,1.6,0.8,12.2,2.5,7.9,1.5,0.746,0.3016,0.6825,0.619,2.3491,0.6667,0.9206,0.2063,0.9683,0.6825,2.7777,0.9206,0.2857,0.4603,0.746,0.2063,0.2857,0.4127,0.0952,0.9206,0.7937,2.5079,0.5238,8.3807,0.7778,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,1715,289,11.7,2.0,12026
22,LOUISIANA,LA,Caldwell,22021,"Caldwell Parish, Louisiana",529.43512,9996,0,5122,96,3667,239,2569,503,301,109,20574,2584,1600,232,1801,67,2318,67,1312,229,311,104,2083,17,159,113,10,25,1808,248,154,86,340,119,512,247,27.1,5.2,8.2,3.0,20574.0,2584.0,23.6,3.4,18.0,0.7,23.2,0.7,13.8,2.3,8.5,2.8,20.8,0.2,1.7,1.2,0.2,0.5,35.3,4.7,4.2,2.3,9.3,3.1,5.1,2.5,0.7937,0.6667,0.7302,0.8571,3.0477,0.8889,0.8254,0.3492,0.1905,0.0635,1.4286,0.127,0.0635,0.7778,0.8413,0.2857,0.0794,0.9524,0.9206,0.6984,0.746,3.3968,0.9524,8.7144,0.7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1510,330,15.9,3.4,8539
22,LOUISIANA,LA,Concordia,22029,"Concordia Parish, Louisiana",696.9806269,20021,0,9558,113,7371,319,4944,669,470,148,19172,1735,3070,330,3289,4,4820,44,2279,282,871,216,8619,12,30,94,30,33,2390,301,265,145,742,199,1957,258,27.5,3.7,6.3,2.0,19172.0,1735.0,22.9,2.5,16.4,0.1,24.1,0.2,12.6,1.6,11.8,2.9,43.0,0.1,0.2,0.5,0.3,0.4,25.0,3.1,3.6,2.0,10.1,2.6,9.8,1.3,0.8095,0.3651,0.8571,0.8413,2.873,0.8254,0.6667,0.5238,0.0952,0.6349,1.9206,0.4127,0.6508,0.1429,0.7937,0.2222,0.1111,0.6984,0.8254,0.8095,0.8413,3.2857,0.9206,8.873,0.8095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,558,19.0,3.1,18434
22,LOUISIANA,LA,St. Helena,22091,"St. Helena Parish, Louisiana",408.4081098,10411,0,5273,29,3871,210,2148,575,572,207,23224,4218,1781,392,1910,0,2273,0,2243,315,413,168,5829,19,10,75,32,33,1940,306,100,94,373,135,158,62,20.9,5.6,13.6,5.1,23224.0,4218.0,24.3,5.4,18.3,0.0,21.8,0.0,21.9,3.1,10.7,4.3,56.0,0.2,0.1,0.8,0.6,0.6,36.8,5.8,2.6,2.4,9.6,3.3,1.5,0.6,0.5079,0.9683,0.4762,0.9365,2.8889,0.8413,0.8571,0.1429,0.9365,0.4762,2.4127,0.8254,0.9206,0.0,0.9206,0.4444,0.2063,0.9683,0.5556,0.7302,0.2698,2.7302,0.6508,8.9524,0.8254,0,1,0,1,2,0,0,1,0,1,1,0,1,0,1,0,0,0,1,5,1236,276,12.0,2.7,6668
22,LOUISIANA,LA,De Soto,22031,"De Soto Parish, Louisiana",876.4034259,27216,0,12822,49,10523,302,6709,770,1224,284,24796,1489,3249,394,4606,71,6616,56,4751,442,1458,206,11323,20,111,94,181,107,4062,349,299,124,946,182,244,100,24.9,2.9,10.3,2.3,24796.0,1489.0,17.6,2.1,16.9,0.3,24.3,0.2,17.6,1.6,13.9,1.9,41.6,0.1,0.4,0.4,1.4,0.8,31.7,2.7,2.8,1.2,9.0,1.7,0.9,0.4,0.7302,0.873,0.3333,0.4127,2.3492,0.6825,0.7302,0.6032,0.7143,0.9206,2.9683,0.9524,0.619,0.3333,0.9523,0.5079,0.4603,0.9048,0.6508,0.6349,0.127,2.7778,0.7302,9.0476,0.8413,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,3191,530,11.8,2.0,24352
22,LOUISIANA,LA,Bienville,22013,"Bienville Parish, Louisiana",811.2803672,13668,0,7814,60,5892,217,3889,472,269,100,20866,1448,1620,227,2694,1,3117,15,2787,248,687,158,6232,37,35,75,93,45,2552,230,171,83,748,139,330,138,29.2,3.5,5.4,2.0,20866.0,1448.0,17.1,2.4,19.7,0.1,22.8,0.1,20.9,1.8,11.7,2.7,45.6,0.3,0.3,0.6,1.2,0.6,32.7,2.9,2.9,1.4,12.7,2.3,2.4,1.0,0.9048,0.127,0.7143,0.381,2.1271,0.5714,0.9683,0.2857,0.9048,0.6032,2.762,0.9048,0.7302,0.2222,0.9524,0.5238,0.3968,0.9206,0.6667,0.9365,0.5238,3.4444,0.9683,9.2859,0.8571,1,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,2,5,1528,244,11.5,1.8,12166
22,LOUISIANA,LA,Avoyelles,22009,"Avoyelles Parish, Louisiana",832.0344401,40882,0,18320,121,15085,360,8955,915,1158,251,21390,1209,6714,477,6651,116,9704,71,7283,670,1919,284,14230,27,172,126,245,95,3702,376,560,189,1286,216,3561,267,24.0,2.5,7.2,1.5,21390.0,1209.0,24.2,1.7,16.3,0.3,23.7,0.2,19.5,1.8,12.7,1.9,34.8,0.1,0.5,0.3,1.3,0.5,20.2,2.1,3.7,1.2,8.5,1.4,8.7,0.7,0.6984,0.5397,0.6508,0.9206,2.8095,0.7937,0.6349,0.4127,0.8254,0.7778,2.6508,0.8571,0.4286,0.381,0.8096,0.2381,0.4286,0.4921,0.8413,0.619,0.8095,3.1905,0.8571,9.4604,0.873,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3662,497,9.8,1.3,34843
22,LOUISIANA,LA,St. Landry,22097,"St. Landry Parish, Louisiana",923.9122685,83449,0,36578,116,30094,549,23530,1865,1996,379,19647,845,12844,810,12844,81,22666,134,10335,783,4105,441,37964,168,631,282,608,144,7501,577,1026,218,3009,272,1242,176,28.7,2.3,6.2,1.1,19647.0,845.0,23.9,1.5,15.4,0.1,27.2,0.2,12.5,0.9,13.6,1.4,45.5,0.2,0.8,0.4,1.7,0.4,20.5,1.6,3.4,0.7,10.0,0.9,1.5,0.2,0.873,0.3492,0.8254,0.8889,2.9365,0.8571,0.4762,0.9841,0.0794,0.8889,2.4286,0.8413,0.7143,0.5238,1.2381,0.8095,0.5397,0.5079,0.7778,0.7778,0.2698,2.873,0.7619,9.4762,0.8889,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9524,938,11.6,1.1,76019
22,LOUISIANA,LA,Franklin,22041,"Franklin Parish, Louisiana",624.5847297,20322,0,9191,91,7629,241,5413,664,767,208,19785,1351,3184,301,3525,0,5187,0,3205,425,997,204,7085,23,35,81,56,39,2532,281,219,87,525,144,1298,211,28.3,3.5,9.8,2.6,19785.0,1351.0,23.7,2.2,17.3,0.0,25.5,0.0,16.7,2.2,13.1,2.6,34.9,0.1,0.2,0.4,0.6,0.4,27.5,3.0,2.9,1.1,6.9,1.8,6.4,1.0,0.8413,0.8254,0.8095,0.873,3.3492,0.9206,0.7778,0.8254,0.6508,0.8254,3.0794,0.9841,0.4444,0.1429,0.5873,0.127,0.2063,0.7778,0.6667,0.3492,0.7619,2.7619,0.6825,9.7778,0.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,417,13.0,2.2,17199
22,LOUISIANA,LA,Claiborne,22027,"Claiborne Parish, Louisiana",754.8778183,16153,0,7831,142,5891,275,4290,589,548,186,16948,1714,2234,265,2992,37,2934,38,2516,289,696,166,8839,19,57,86,171,109,2058,258,108,84,588,144,1991,333,30.5,4.1,9.4,3.1,16948.0,1714.0,18.8,2.2,18.5,0.2,18.2,0.2,17.8,1.9,11.8,2.8,54.7,0.1,0.4,0.6,2.2,1.4,26.3,3.2,1.8,1.4,10.0,2.4,12.3,2.1,0.9365,0.7937,0.9683,0.5238,3.2223,0.9048,0.873,0.0159,0.7302,0.6349,2.254,0.6984,0.873,0.3333,1.2063,0.7778,0.6349,0.7619,0.1429,0.7778,0.8889,3.2064,0.8889,9.889,0.9206,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1690,309,11.9,2.1,13777
22,LOUISIANA,LA,Iberia,22045,"Iberia Parish, Louisiana",574.0930568,72691,0,30453,86,26063,560,15470,1323,3486,531,23156,880,10053,697,10199,135,19140,32,11822,849,3646,474,29829,68,1193,292,1029,221,6299,555,960,245,2628,379,836,208,21.6,1.8,10.2,1.6,23156.0,880.0,21.3,1.5,14.0,0.2,26.3,0.0,16.4,1.2,14.0,1.8,41.0,0.1,1.8,0.4,3.4,0.7,20.7,1.8,3.7,0.9,10.1,1.4,1.2,0.3,0.5238,0.8571,0.5079,0.6984,2.5872,0.7619,0.2857,0.9365,0.5873,0.9365,2.746,0.8889,0.6032,0.8254,1.4286,0.9206,0.746,0.5556,0.8413,0.8095,0.2381,3.1905,0.8571,9.9523,0.9365,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,8365,780,11.6,1.1,67630
22,LOUISIANA,LA,East Carroll,22035,"East Carroll Parish, Louisiana",420.7077539,7225,0,2903,387,2153,403,2238,402,118,71,17698,5616,1518,220,987,127,1371,279,725,142,369,118,5136,205,7,66,57,38,387,124,148,72,406,141,2605,806,48.6,4.5,7.8,4.3,17698.0,5616.0,31.5,3.8,13.7,1.8,19.0,3.9,15.7,3.3,17.1,4.5,71.1,2.8,0.1,1.0,2.0,1.3,13.3,3.4,6.9,3.1,18.9,5.0,36.1,11.2,1.0,0.619,0.9524,1.0,3.5714,0.9524,0.2698,0.0476,0.5238,1.0,1.8412,0.381,1.0,0.0,1.0,0.5556,0.5873,0.1746,1.0,0.9841,1.0,3.746,1.0,10.1586,0.9524,1,0,1,1,3,0,0,0,1,1,1,0,1,0,0,1,1,1,3,8,524,226,11.3,3.7,7732
22,LOUISIANA,LA,Madison,22065,"Madison Parish, Louisiana",624.4043131,11472,0,5040,130,3943,188,3632,449,399,125,15795,1159,1920,191,1553,4,2757,15,1368,196,658,130,7582,9,26,75,134,63,590,95,183,84,541,121,1827,310,37.8,4.8,9.8,2.9,15795.0,1159.0,25.2,2.5,13.5,0.1,24.0,0.1,14.0,1.9,16.7,3.2,66.1,0.1,0.2,0.7,2.7,1.3,11.7,1.8,4.6,2.1,13.7,2.8,15.9,2.7,0.9683,0.8254,0.9841,0.9524,3.7302,0.9841,0.2063,0.4603,0.254,0.9841,1.9047,0.3968,0.9683,0.1429,1.1112,0.6984,0.6825,0.127,0.9683,0.9524,0.9365,3.6667,0.9841,10.4128,0.9683,1,0,1,1,3,0,0,0,1,1,1,0,1,0,0,1,1,1,3,8,1926,323,19.7,3.1,11449
22,LOUISIANA,LA,Washington,22117,"Washington Parish, Louisiana",669.5294982,46457,0,21548,82,17337,523,11893,1250,2052,327,18971,995,7126,585,7971,67,11209,0,10266,787,2177,357,15988,23,932,348,349,143,5388,486,571,198,1614,285,1848,198,26.8,2.8,11.0,1.9,18971.0,995.0,22.7,1.9,17.2,0.1,24.1,0.0,23.0,1.8,12.6,2.0,34.4,0.0,2.1,0.8,1.6,0.7,25.0,2.2,3.3,1.1,9.3,1.6,4.0,0.4,0.7778,0.9365,0.873,0.7937,3.381,0.9365,0.7619,0.5238,0.9524,0.7619,3.0,0.9683,0.381,0.9365,1.3175,0.873,0.5079,0.6984,0.746,0.6984,0.6508,3.3015,0.9365,11.0,0.9841,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,6096,697,13.7,1.6,40760
22,LOUISIANA,LA,Evangeline,22039,"Evangeline Parish, Louisiana",662.3804324,33636,0,14988,119,12051,367,8807,1009,1818,380,18344,918,5461,637,4930,37,8600,108,7800,552,1612,283,11214,115,783,246,410,109,2122,289,414,165,1424,254,1482,273,27.5,3.2,13.5,2.7,18344.0,918.0,25.3,2.9,14.7,0.1,25.6,0.3,24.2,1.7,13.4,2.3,33.3,0.3,2.5,0.8,2.7,0.7,14.2,1.9,3.4,1.4,11.8,2.0,4.4,0.8,0.8095,0.9524,0.9206,0.9683,3.6508,0.9683,0.4127,0.8413,1.0,0.8413,3.0953,1.0,0.3333,0.9683,1.3016,0.8571,0.6825,0.2063,0.7778,0.9048,0.6667,3.2381,0.9048,11.2858,1.0,0,1,1,1,3,0,0,1,0,1,0,1,1,0,0,0,1,0,1,6,3924,645,12.2,2.0,27855
